what,kind,bundleId,bundleVersion,description,time
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.equinox.registry"".",1370652481628
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.equinox.registry"".",1370652481628
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.equinox.registry"".",1370652481629
error,log,,,"Error notifying registry change listener.",1370652481632
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1370652490796
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1370652490815
started,bundle,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms",1370652791960
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1370652792446
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1370652792478
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1370652792548
started,bundle,com.android.ide.eclipse.traceview,22.0.1.v201305230001--685705,"com.android.ide.eclipse.traceview",1370652795223
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1370652797905
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1370652797963
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1370652797965
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370652798004
closed,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1370652798048
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1370652799157
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1370652799902
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1370652800325
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1370652800607
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1370652800876
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1370652801125
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1370652981392
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1370653150771
closed,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1370653150778
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153685
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153686
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153687
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153687
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153688
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153689
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153689
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153690
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153691
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153692
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153692
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153693
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153694
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153696
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153697
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153698
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153699
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153699
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153700
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153701
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153701
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153702
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153703
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153704
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153704
error,log,,,"Undefined context while filtering dialog/window contexts",1370653153705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370653153725
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1370653153822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370653159722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370653161145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370653172652
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1370653177663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370653179033
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370653180626
error,log,,,"Undefined context while filtering dialog/window contexts",1370653180629
error,log,,,"Undefined context while filtering dialog/window contexts",1370653180630
error,log,,,"Undefined context while filtering dialog/window contexts",1370653180631
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370653180867
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1370653181152
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1370653199399
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1370653212368
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1370653212406
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1370653212452
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1370653212469
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1370653212544
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1370653212562
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1370653212670
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1370653212672
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1370653212916
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1370653213092
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370653237578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370653245604
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1370653250678
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1370653250839
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1370653251051
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1370653265270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370653265709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370653276029
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1370653313949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370653317746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370653332599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370653338126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370653347065
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1370653351300
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1370653351301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370653353989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370653357651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370653360830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370653361857
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1370653362013
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1370653362700
